project_id,project_name,state,county,phase,lifecycle_outcome,decided,announced_date,announced_precision,decision_date,decision_date_source,source_url,days_announced_to_decision,last_status_update,capacity_mw,capacity_source,size_acres,n_opposition_events,first_opposition_date,last_opposition_date,opposition_span_days,days_announced_to_first_opposition,opposition_types,n_opposition_groups,has_lawsuit
prj_274,Atlas Industrial / South Whitehall Township Hyperscale Data Center Campus,PA,lehigh,proposed,pending,no,2025-12-01,month,,,,,2026-09-23,725,proposals,410,2,2026-01-20,2026-05-12,112,,other_opposition; public_comment,1,no
prj_275,Smithfield Gateway Project,PA,monroe,proposed,pending,no,2025-11-01,month,,,,,2026-09-23,,,91.96,0,,,,,,0,no
prj_276,Project Phoenix,PA,beaver,construction,advanced_confirmed,yes,2025-07-01,month,,,,,2026-09-22,2550,proposals,543,15,2024-08-26,2026-02-11,534,,lawsuit; other_opposition; public_comment; regulatory_action; utility_regulation; zoning_restriction,13,yes
prj_277,Klondike Data Center Project,PA,bradford,proposed,pending,no,2025-01-01,year,,,,,2026-09-23,248,proposals,335,9,2025-11-24,2026-07-14,232,,infrastructure_opposition; lawsuit; other_opposition; public_comment; regulatory_action; study_or_report,6,yes
prj_278,Project Laurel,PA,montgomery,proposed,pending,no,2026-01-01,month,,,,,2026-09-22,750,proposals,190,0,,,,,,0,no
prj_279,Tobyhanna Township / Blakeslee Data Center,PA,allemonroe,preliminary,pending,no,2025-12-01,month,,,,,2026-09-15,,,520,1,2026-03-03,2026-03-03,0,,lawsuit,1,yes
prj_280,Talen Energy Rezone Request for Possible Data Center in Montour County,PA,montour,rejected,blocked_confirmed,yes,2025-01-01,year,,,,,2026-01-23,,,870,3,2026-02-10,2026-07-29,169,,moratorium; ordinance; zoning_restriction,1,no
prj_281,Fezzik Aliquippa Data Center,PA,beaver,preliminary,pending,no,2025-01-01,year,,,,,2026-09-23,496,proposals,86,0,,,,,,0,no
prj_282,Project Green Mountain,PA,lackawanna,proposed,pending,no,2026-01-01,month,,,,,2026-09-21,,,270,0,,,,,,0,no
prj_283,Conewago Township Data Center Land Considerations,PA,york,preliminary,pending,no,2025-10-01,month,,,,,2026-04-13,,,541,1,2026-01-01,2026-01-01,0,,zoning_restriction,1,no
prj_284,Briar Creek Township Data Center Zoning Overlay,PA,columbia,preliminary,pending,no,2026-02-01,month,,,,,2026-04-28,,,231,0,,,,,,0,no
prj_285,South Hanover Township Data Center,PA,dauphin,proposed,pending,no,2025-02-01,month,,,,,2026-09-23,,,250,0,,,,,,0,no
prj_286,Sellersville / West Rockhill Township Data Center,PA,bucks,preliminary,pending,no,2026-02-01,month,,,,,2026-04-18,,,40,1,2026-04-15,2026-04-15,0,,ordinance; zoning_restriction,1,no
prj_287,North Coventry Township Data Center,PA,chester,withdrawn,blocked_confirmed,yes,2026-02-01,month,,,,,2026-03-21,,,16.81,1,2026-02-23,2026-02-23,0,,zoning_restriction,1,no
prj_288,Prologis Warehouse Data Center,PA,northampton,proposed,pending,no,2026-03-01,month,,,,,2026-08-16,,,75,0,,,,,,0,no
prj_289,Switch Data Center at Former Pitt Race Complex,PA,beaver,proposed,pending,no,2025-08-01,month,,,,,2026-09-22,,,382,1,2026-06-02,2026-06-02,0,,other_opposition; public_comment,0,no
prj_290,Allenwood Data Center,PA,union,proposed,pending,no,2026-03-01,month,,,,,2026-07-24,300,proposals,34.33,2,2026-02-26,2026-07-04,128,,legislation; public_comment,1,no
prj_291,Fort Cherry Development District,PA,washington,proposed,pending,no,2025-01-01,year,,,,,2026-09-23,250,proposals,875,0,,,,,,0,no
prj_292,Champion Data Center Project,PA,washington,preliminary,pending,no,2026-01-01,year,,,,,2026-09-22,300,proposals,1000,1,2026-03-12,2026-03-12,0,,public_comment,1,no
prj_293,South Annville Township Data Center,PA,lebanon,withdrawn,blocked_confirmed,yes,2026-04-01,month,,,,,2026-09-22,,,99,2,2026-05-13,2026-05-14,1,,ordinance; project_withdrawal,0,no
prj_294,Newton Township Data Center,PA,lackawanna,rejected,blocked_confirmed,yes,2026-02-01,month,,,,,2026-09-23,,,90,0,,,,,,0,no
prj_295,New Castle Data Center,PA,schuylkill,preliminary,pending,no,2025-01-01,year,,,,,2026-09-23,,,89,1,2025-09-10,2025-09-10,0,,zoning_restriction,1,no
prj_296,MRP Duncannon Data Center,PA,perry,proposed,pending,no,2026-03-01,month,,,,,2026-09-23,,,288,1,2026-04-01,2026-04-01,0,,public_comment,1,no
prj_297,Project Triboro,PA,lackawanna,delayed,pending,no,2026-04-01,month,,,,,2026-09-15,,,900,2,2026-04-14,2026-07-15,92,,moratorium; ordinance; zoning_restriction,1,no
prj_298,Linde Clinton Data Center,PA,wayne,rejected,blocked_confirmed,yes,2026-04-01,month,2026-05-22,"Mason County Fiscal Court special meeting: final approval of rezoning ordinance (28 properties, ~2,080 acres); web-verified (WKRC 2026-05-22, WEKU 2026-05-26, thejobwalk 2026-06-02)",https://www.weku.org/the-commonwealth/2026-05-26/mason-county-gives-final-approval-on-rezoning-properties-for-data-center-construction,51,2026-09-10,,,682,0,,,,,,0,no
prj_299,East Brandywine Data Center,PA,chester,preliminary,pending,no,2026-05-01,month,,,,,2026-05-14,,,,0,,,,,,0,no
prj_300,Renaissance Boulevard Data Center Campus,PA,montgomery,rejected,blocked_confirmed,yes,2026-03-01,month,,,,,2026-08-14,,,66.73,0,,,,,,0,no
prj_301,600 River Road Data Center,PA,montgomery,rejected,blocked_confirmed,yes,2026-05-01,month,,,,,2026-08-14,,,47.98,0,,,,,,0,no
prj_302,3200 Horizon Drive Data Center,PA,montgomery,rejected,blocked_confirmed,yes,2026-05-01,month,,,,,2026-08-14,,,10.31,0,,,,,,0,no
prj_303,Quakertown Data Center Park,PA,bucks,preliminary,pending,no,2026-05-01,month,,,,,2026-05-23,1000,proposals,175,0,,,,,,0,no
prj_304,Granville Data Center,PA,mifflin,proposed,pending,no,2026-05-01,month,,,,,2026-09-23,,,,1,2026-07-14,2026-07-14,0,,infrastructure_opposition; other_opposition,0,no
prj_305,Muncy Data Center,PA,lycoming,proposed,pending,no,2026-04-01,month,,,,,2026-09-23,,,,0,,,,,,0,no
prj_306,Gravel Pike Data Center,PA,montgomery,proposed,pending,no,2026-06-01,month,,,,,2026-09-16,,,37.476,0,,,,,,0,no
prj_307,Keel Infrastructure Sharon,PA,mercer,expansion,advanced_confirmed,yes,2026-04-01,month,,,,,2026-09-23,30,proposals,17,0,,,,,,0,no
prj_308,PNK Valley View Data Center,PA,lackawanna,preliminary,pending,no,2026-07-01,month,,,,,2026-07-16,,,44.5,0,,,,,,0,no
prj_309,Mudiita Ransom Township Data Center,PA,lackawanna,withdrawn,blocked_confirmed,yes,2026-07-01,month,,,,,2026-09-22,750,proposals,528.6,0,,,,,,0,no
prj_310,Nebius Butler Township Data Center,PA,schuylkill,preliminary,pending,no,2026-06-01,month,,,,,2026-07-28,1200,proposals,600,1,2025-08-01,2025-08-01,0,,legislation,1,no
prj_311,Swedeland Discovery Center Data Center Campus,PA,montgomery,rejected,blocked_confirmed,yes,2026-05-01,month,,,,,2026-08-14,,,141.87,0,,,,,,0,no
prj_312,Stonebridge Lawrence Data Center,PA,lawrence,rejected,blocked_confirmed,yes,2026-07-01,month,,,,,2026-09-23,,,569,1,2026-07-16,2026-07-16,0,,lawsuit,0,yes
prj_313,North Coventry Mall Data Center,PA,chester,rejected,blocked_confirmed,yes,2026-08-25,day,,,,,2026-09-10,,,,0,,,,,,0,no
prj_314,Storage Data Center Project,PA,tioga,preliminary,pending,no,2025-11-01,month,,,,,2026-09-16,,,700,0,,,,,,0,no
prj_315,TECfusions “Keystone Connect” AI Campus,PA,westmoreland,proposed,pending,no,2025-01-01,month,,,,,2026-09-23,,,1395,0,,,,,,0,no
prj_316,Starpointe Data Center Project,PA,washington,proposed,pending,no,2026-01-01,year,,,,,2026-09-21,,,800,1,2026-03-31,2026-03-31,0,,zoning_restriction,1,no
prj_317,Amazon Salem Township,PA,luzerne,construction,advanced_confirmed,yes,2025-01-01,year,,,,,2026-09-23,840,proposals,1600,0,,,,,,0,no
prj_318,4-3 Salem Township Data Center,PA,luzerne,preliminary,pending,no,2026-06-01,month,,,,,2026-06-15,3500,proposals,4000,1,2026-03-17,2026-03-17,0,,public_comment,2,no
prj_319,Iron City No. 1 Power Generator and Compute Center,PA,clearfield,preliminary,pending,no,2026-02-01,month,,,,,2026-09-16,,,,0,,,,,,0,no
prj_320,Lower Mount Bethel Technology Center,PA,northampton,proposed,pending,no,2026-04-01,month,,,,,2026-09-23,1200,proposals,239,2,2025-10-01,2026-01-06,97,,public_comment; zoning_restriction,2,no
prj_321,Cumru Titus Data Center,PA,berks,preliminary,pending,no,2026-05-01,month,,,,,2026-05-23,200,proposals,,1,2026-01-15,2026-01-15,0,,regulatory_action,1,no
prj_322,Jessup Breaker Street Data Center,PA,lackawanna,delayed,pending,no,2025-06-01,month,,,,,2026-09-23,600,proposals,131,2,2026-03-03,2026-05-20,78,,infrastructure_opposition; regulatory_action,0,no
prj_323,Calpine Peach Bottom,PA,york,proposed,pending,no,2025-07-01,month,,,,,2026-09-23,828,proposals,,1,2026-07-29,2026-07-29,0,,moratorium,0,no
prj_324,NorthPoint Spring Mountain Data Center,PA,carbon,proposed,pending,no,2025-08-01,month,,,,,2026-04-15,,,1400,1,2025-09-01,2025-09-01,0,,public_comment,2,no
prj_325,Penn Forest Township Data Center,PA,carbon,preliminary,pending,no,2025-12-01,month,,,,,2026-09-23,,,750,1,2026-03-03,2026-03-03,0,,zoning_restriction,1,no
prj_326,Dorrance Township Data Center Zoning Ordinance Challenge,PA,luzerne,preliminary,pending,no,2025-01-01,year,,,,,2026-09-23,,,155,2,2025-08-11,2026-05-06,268,,lawsuit; moratorium,1,yes
prj_327,East Manchester Farmland to Data Center Initiative Interest,PA,york,preliminary,pending,no,2025-12-01,month,,,,,2026-04-11,,,300,0,,,,,,0,no
prj_328,Alpha Compute Data Center,PA,,preliminary,pending,no,2026-08-01,month,,,,,2026-09-16,200,proposals,,1,2026-07-15,2026-07-15,0,,moratorium,0,no
prj_329,Newport Township Data Center Campus,PA,luzerne,preliminary,pending,no,2026-09-14,day,,,,,2026-09-15,,,,1,2026-04-17,2026-04-17,0,-150,ordinance; zoning_restriction,0,no
prj_330,Smithfield Data Center,RI,providence,preliminary,pending,no,2026-04-01,month,,,,,2026-04-25,,,,2,2026-04-01,2026-05-07,36,,ordinance,0,no
prj_331,Gemini Sioux Falls Data Center,SD,minnehaha,proposed,pending,no,2025-01-01,year,,,,,2026-09-21,500,proposals,164,1,2025-12-01,2025-12-01,0,,zoning_restriction,2,no
prj_332,Sequitor Edge Rapid City,SD,pennington,proposed,pending,no,2026-02-01,month,,,,,2026-09-21,2,proposals,10,0,,,,,,0,no
prj_333,Applied Digital Toronto,SD,deuel,rejected,blocked_confirmed,yes,2025-05-01,month,,,,,2026-09-21,430,opposition_events,,1,2026-01-06,2026-01-06,0,,zoning_restriction,1,no
prj_334,xAI Colossus 1,TN,shelby,operational,advanced_confirmed,yes,2024-01-01,year,,,,,2026-09-21,,,217,13,2024-08-26,2026-02-11,534,,lawsuit; other_opposition; public_comment; regulatory_action; utility_regulation,9,yes
prj_335,xAI Colossus 2,TN,shelby,expansion,advanced_confirmed,yes,2025-01-01,year,,,,,2026-09-21,,,180,12,2025-03-04,2026-05-20,442,,community_benefit_agreement; infrastructure_opposition; lawsuit; legislation; ordinance; other_opposition; project_withdrawal; public_comment; regulatory_action; zoning_restriction,11,yes
prj_336,Meta Gallatin,TN,sumner,expansion,advanced_confirmed,yes,2020-01-01,year,,,,,2026-09-21,300,proposals,900,1,2026-07-29,2026-07-29,0,,moratorium,0,no
prj_337,Neural Nexus Data Center,TN,shelby,proposed,pending,no,2025-12-01,month,,,,,,70,proposals,40,0,,,,,,0,no
prj_338,RadiusDC Nashville I,TN,davidson,operational,advanced_confirmed,yes,2025-09-01,month,,,,,2026-09-21,12,proposals,12,1,2025-09-09,2025-09-09,0,,public_comment,1,no
prj_339,5C Memphis Data Center,TN,shelby,construction,advanced_confirmed,yes,2025-11-01,month,,,,,,60,proposals,,1,2026-02-26,2026-02-26,0,,legislation,1,no
prj_340,Lawrenceburg / Ethridge Data Center,TN,lawrence,preliminary,pending,no,2025-11-01,month,,,,,2026-04-27,,,6.5,0,,,,,,0,no
prj_341,Jailhouse Studios,TN,hamilton,proposed,pending,no,2026-03-01,month,,,,,2026-09-21,,,2,2,2026-01-01,2026-07-15,195,,moratorium; public_comment,1,no
prj_342,DC Blox Nashville,TN,davidson,proposed,pending,no,2026-05-01,month,,,,,2026-09-21,,,,1,2026-07-21,2026-07-21,0,,moratorium; ordinance; zoning_restriction,0,no
prj_343,CleanSpark Mountain City Bitcoin Mine,TN,johnson,withdrawn,blocked_confirmed,yes,2025-01-01,year,,,,,2026-04-26,30,proposals,50,0,,,,,,0,no
prj_344,ExoticRidge Bitcoin Mine,TN,hawkins,delayed,pending,no,2025-01-01,year,,,,,2026-04-14,8,proposals,,0,,,,,,0,no
prj_345,Arnold Air Force Data Center,TN,coffee,withdrawn,blocked_confirmed,yes,2025-11-01,month,,,,,2026-09-21,,,274,0,,,,,,0,no
prj_346,Hixson Data Center,TN,warren,proposed,pending,no,,,,,,,2026-09-21,25,proposals,,0,,,,,,0,no
prj_347,Quantum Leap,TN,davidson,proposed,pending,no,2026-05-01,month,,,,,2026-09-21,30,proposals,,1,2026-06-30,2026-06-30,0,,other_opposition; public_comment,0,no
prj_348,Cielo Digital Clarksville,TN,montgomery,withdrawn,blocked_confirmed,yes,,,,,,,2026-09-21,350,proposals,107,0,,,,,,0,no
prj_349,Monarch Compute Campus and Mountaineer Gigasystem,WV,mason,construction,advanced_confirmed,yes,2025-01-01,year,,,,,2026-09-18,2000,proposals,2250,1,2026-05-24,2026-05-24,0,,infrastructure_opposition,0,no
prj_350,QTS Kearneysville Data Center Complex,WV,jefferson county; berkeley,proposed,pending,no,2025-01-01,year,,,,,2026-09-18,,,300,0,,,,,,0,no
prj_351,Google Buffalo Data Center,WV,putnam,preliminary,pending,no,2026-03-01,month,,,,,2026-09-18,,,1700,0,,,,,,0,no
prj_352,Appalachian Mega Site / Hog Lick Data Center,WV,marion,preliminary,pending,no,2025-01-01,year,,,,,2026-09-18,200,proposals,300,0,,,,,,0,no
prj_353,Ridgeline Facility,WV,tucker,proposed,pending,no,2025-08-01,month,,,,,2026-09-18,1656,proposals,10000,2,2026-02-07,2026-03-06,27,,lawsuit; legislation,4,yes
prj_354,Alpha Technologies Huntington,WV,cabell,proposed,pending,no,,,,,,,2026-09-18,,,,0,,,,,,0,no
prj_355,"Adams Fork Harless Data Center Energy Campus, Holden",WV,logan,proposed,pending,no,2024-01-01,year,,,,,2026-09-18,2400,proposals,64.27915519,1,2025-09-02,2025-09-02,0,,lawsuit,2,yes
prj_356,"Adams Fork Data Center Energy Campus, Wharncliffe",WV,mingo,proposed,pending,no,2025-01-01,year,,,,,2026-09-18,2400,proposals,,0,,,,,,0,no
prj_357,Penzance Intelligence Center,WV,berkeley,proposed,pending,no,2026-02-01,month,,,,,2026-09-18,600,proposals,548,1,2026-02-26,2026-02-26,0,,legislation,1,no
prj_358,NOAA Environmental Security Computing Center,WV,marion,proposed,pending,no,,,,,,,2026-09-18,,,,0,,,,,,0,no
prj_359,Stokes Wheeling,WV,ohio,preliminary,pending,no,,,,,,,2026-09-18,100,proposals,15,1,2026-07-08,2026-07-08,0,,public_comment,0,no
prj_360,NETL Computational Science & Engineering Center,WV,monongalia,construction,advanced_confirmed,yes,,,,,,,2026-09-18,,,50,0,,,,,,0,no
prj_361,QLevr Charlestown,IN,clark,proposed,pending,no,,,,,,,2026-09-18,3,proposals,12,0,,,,,,0,no
prj_362,Joint Base McGuire-Dix-Lakehurst,NJ,burlington,proposed,pending,no,,,,,,,2026-09-18,,,193,0,,,,,,0,no
prj_363,Tower Gate Project,NJ,burlington,rejected,blocked_confirmed,yes,,,,,,,2026-09-18,,,,0,,,,,,0,no
prj_364,Comcast Moorestown,NJ,burlington,proposed,pending,no,,,,,,,2026-09-18,,,,1,2025-10-31,2025-10-31,0,,zoning_restriction,1,no
prj_365,Brookhaven Logistics Center,NY,suffolk,preliminary,pending,no,,,,,,,2026-09-18,176,proposals,71,0,,,,,,0,no
prj_366,Former Sears Data Center,NY,st. lawrence,proposed,pending,no,2020-01-01,year,,,,,2026-09-18,,,,0,,,,,,0,no
prj_368,9Lives Niagara,NY,erie,proposed,pending,no,,,,,,,2026-09-18,,,11,0,,,,,,0,no
prj_369,Tesla Dojo Supercomputer,NY,erie,withdrawn,blocked_confirmed,yes,,,,,,,2026-09-18,,,,0,,,,,,0,no
prj_370,Treetop Development Project,NY,dutchess,delayed,pending,no,,,,,,,2026-09-18,1000,proposals,,0,,,,,,0,no
prj_372,Camp Monterey Data Center,NY,schuyler,proposed,pending,no,,,,,,,2026-09-18,,,,0,,,,,,0,no
prj_373,Holtec Decommissioning International,NY,westchester,proposed,pending,no,,,,,,,2026-09-18,200,proposals,,0,,,,,,0,no
prj_374,IBM Quantum Data Center,NY,dutchess,proposed,pending,no,,,,,,,2026-09-18,100,proposals,400,0,,,,,,0,no
prj_375,Provident Charleston,IN,porter,withdrawn,blocked_confirmed,yes,2024-05-01,month,,,,,2026-09-23,,,200,2,2024-06-01,2025-05-05,338,,project_withdrawal; zoning_restriction,2,no
prj_376,Karis Critical,IN,lake,preliminary,pending,no,2024-09-01,month,,,,,2026-09-23,,,180,0,,,,,,0,no
prj_377,Wylie Capital,IN,lake,proposed,pending,no,2024-11-20,day,,,,,2026-09-23,,,83,0,,,,,,0,no
prj_378,Slate Belt Data Centers,PA,northampton,proposed,pending,no,2026-07-01,month,,,,,2026-09-23,,,754,0,,,,,,0,no
prj_379,Soltier Cryptomine,PA,bradford,proposed,pending,no,,,,,,,,,,3,0,,,,,,0,no
prj_380,Data Centric LLC Allenwood,PA,union,withdrawn,blocked_confirmed,yes,,,,,,,,,,37,0,,,,,,0,no
prj_1001,Harper Road Technology Park,MO,cass,proposed,pending,no,2024-10-01,day,,,,,2026-07-10,750,opposition_events,500,1,2024-10-01,2024-10-01,0,0,zoning_restriction,1,no
prj_1002,Province Group Perry Village Data Center Campus,OH,lake,withdrawn,blocked_confirmed,yes,,,,,,,2026-07-10,,,163,1,2025-07-01,2025-07-01,0,,zoning_restriction,1,no
prj_1003,Meta Hyperion,LA,richland,construction,advanced_confirmed,yes,2024-12-01,day,,,,,2026-07-10,,,,10,2025-04-04,2026-02-25,327,124,lawsuit; other_opposition; public_comment; regulatory_action; utility_regulation,7,yes
prj_1004,Prado AI Industrial Campus,MS,madison,preliminary,pending,no,2026-03-02,day,,,,,2026-07-10,,,,1,2026-07-14,2026-07-14,0,134,moratorium,0,no
prj_1005,New Carlisle Chicago Trail Data Center (Third Site),IN,st. joseph,proposed,pending,no,,,,,,,2026-07-10,,,1057,0,,,,,,0,no
prj_1006,Project Maize / Google Michigan City Data Center,IN,laporte,construction,advanced_confirmed,yes,2025-01-01,day,,,,,2026-07-10,,,,0,,,,,,0,no
prj_1007,Meta Project Everest,LA,richland,proposed,pending,no,2026-03-25,day,,,,,2026-07-10,5200,opposition_events,,1,2026-03-25,2026-03-25,0,0,regulatory_action; utility_regulation,3,no
prj_1008,Terra Nexus Custer Avenue Data Center,NC,cumberland,proposed,pending,no,2025-10-01,day,,,,,2026-07-10,200,proposals,,0,,,,,,0,no
prj_1009,PRSM Group Cumberland County Data Center,NC,cumberland,preliminary,pending,no,2026-05-18,day,,,,,2026-07-10,225,proposals,50,1,2026-06-15,2026-06-15,0,28,moratorium; public_comment,0,no
prj_1010,Project Sail Data Center,GA,coweta,approved,advanced_confirmed,yes,2024-12-01,month,2026-04-07,"Coweta County Board of Commissioners approved the rezoning 3-2 (rural conservation to industrial); web-verified (Atlanta News First 2026-04-08, The Citizen 2026-04-10, DeSmog 2026-04-07)",https://thecitizen.com/2026/04/10/coweta-commissioners-approve-project-sail-data-center-in-3-2-vote/,492,2026-07-13,900,proposals,829,1,2026-06-16,2026-06-16,0,,moratorium; zoning_restriction,3,no
prj_1011,Howell Township Data Center (Project Splitrock),MI,livingston,withdrawn,blocked_confirmed,yes,2025-09-01,month,2025-12-08,"Developer (Randee LLC/Stantec) withdrew the rezoning request and zoning text amendment ahead of the Monday 2025-12-08 Howell Township Board meeting; web-verified (Planet Detroit 2025-12-08, FracTracker 2026-01)",https://planetdetroit.org/2025/12/billion-dollar-data-center-paused/,98,2026-07-13,,,1077,1,2025-11-20,2025-11-20,0,,moratorium,2,no
prj_1012,Natelli Vance County Data Center,NC,vance,approved,advanced_confirmed,yes,2026-02-01,month,2026-04-20,"Vance County Board of Commissioners approved the rezoning 6-1 at a special-called meeting; web-verified (WRAL 2026-04-20, Henderson Dispatch 2026-06-06, Hoodline 2026-04-30)",https://www.wral.com/news/local/vance-county-board-approves-rezoning-potential-data-center-development-april-2026/,78,2026-07-14,,,113,2,2026-02-13,2026-04-20,66,,moratorium; zoning_restriction,3,no
