Incident,State,County,Date,qc_mechanism,status_clean,bill_progress,outcome_overstated,Community Outcome,outcome_defensible,finality_evidence,outcome_conflict_reason,suggested_resolution,Source URL
Muscogee (Creek) Nation,OK,Okmulgee County,2025-10-01,conditional_zoning,failed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://time.com/7377579/ai-data-centers-people-movement-cover/
Lawton,OK,Comanche County,2026-02-24,conditional_zoning,passed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.kswo.com/2026/02/25/divided-city-council-passes-data-center-zoning-ordinance/
Hampden Township,PA,Cumberland County,2025-09-01,conditional_zoning,failed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.abc27.com/local-news/carlisle-west-shore/midstate-township-rejects-controversial-data-center-amendment/
Blakely,PA,Lackawanna County,2025-09-12,conditional_zoning,failed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://fox56.com/news/local/blakely-borough-data-center-plans-scrapped-amid-community-pushback-borough-responds
East Vincent Township (Pennhurst),PA,Chester County,2025-10-01,conditional_zoning,failed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.inquirer.com/news/pennsylvania/pennhurst-data-center-east-vincent-20260410.html
South Strabane Township,PA,Washington County,2025-11-01,conditional_zoning,active,,False,win,restricted_conditional,outcome_label_only,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.heraldstandard.com/news/local_news/2026/mar/21/south-strabane-planning-commission-recommends-supervisors-approve-data-center-ordinance/
Montour County,PA,Montour County,2026-02-10,conditional_zoning,failed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://fox56.com/news/local/montour-data-center-rezoning-hearing-draws-crowd-raises-concerns
Penn Forest Township (Carbon County),PA,Carbon County,2026-03-03,conditional_zoning,passed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.wvia.org/news/local/2026-03-03/penn-forest-twp-supervisors-approve-regulations-for-data-center-development
Hazle Township,PA,Luzerne County,2025-11-18,conditional_zoning,failed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.foodandwaterwatch.org/2025/11/18/hazle-township-pa-unanimously-rejects-data-center-campus/
Olyphant Borough,PA,Lackawanna County,2026-04-14,conditional_zoning,pending,,False,win,restricted_conditional,outcome_label_only,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://fox56.com/news/local/olyphant-council-rejects-data-center-zoning-plan-then-opens-180-day-curative-amendment
Hanover Township,PA,Washington County,2026-03-31,conditional_zoning,passed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://writing.strisker.com/data-centers-weekly-briefing-march-30-april-3-2026/
Towamencin Township,PA,Montgomery County,2026-05-06,conditional_zoning,passed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://northpennnow.com/news/2026/may/06/towamencin-board-adopts-data-center-regulations/
Franklin Park Borough,PA,Allegheny County,2026-06-17,conditional_zoning,passed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://writing.strisker.com/data-centers-daily-notes-june-18-2026/
Smithfield,RI,Providence County,2026-05-07,conditional_zoning,passed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.aol.com/news/smithfield-town-council-approves-ordinance-212348148.html
Toronto,SD,,2026-01-06,conditional_zoning,failed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.datacenterdynamics.com/en/news/applied-digital-says-data-center-near-toronto-south-dakota-unlikely-to-go-forward/
Brookings,SD,Brookings County,2026-02-26,conditional_zoning,failed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.brookingsregister.com/2026/02/26/brookings-city-council-denies-data-center-tax-incentive/
City of Thorndale,TX,Milam County,2024-10-01,conditional_zoning,failed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://theminermag.com/news/2024-10-11/thorndale-bitcoin-mine-oppose
College Station,TX,Brazos County,2025-09-12,conditional_zoning,failed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.kbtx.com/2025/09/12/college-station-city-council-unanimously-rejects-land-sale-ai-data-center/
San Marcos,TX,Hays County,2026-02-17,conditional_zoning,failed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.kut.org/energy-environment/2026-02-18/san-marcos-city-council-blocks-proposed-data-center
Bryan,TX,Brazos County,2025-09-16,conditional_zoning,passed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.texastribune.org/2026/02/13/texas-data-centers-local-governments-power/
Brazoria County (Old Ocean),TX,Brazoria County,2026-03-13,conditional_zoning,failed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://therealdeal.com/texas/2026/03/13/brazoria-county-rejects-tax-break-for-3-5b-data-center/
City of Provo,UT,Utah County,2026-03-11,conditional_zoning,failed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.ksl.com/article/51461110/provo-city-council-denies-zoning-change-for-proposed-data-center
Fairfax County,VA,Fairfax County,2024-09-10,conditional_zoning,passed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.datacenterfrontier.com/site-selection/article/55139905/northern-virginias-fairfax-county-tightens-data-center-rules
Loudoun County,VA,Loudoun County,2025-03-01,conditional_zoning,passed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.hklaw.com/en/insights/publications/2025/04/loudoun-county-virginia-eliminates-by-right-data-center-development
Henrico County,VA,Henrico County,2025-06-01,conditional_zoning,passed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.12onyourside.com/2025/06/11/henrico-board-supervisors-passes-stricter-requirements-data-centers/
Chesapeake,VA,Chesapeake (independent city),2025-06-17,conditional_zoning,failed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://virginiabusiness.com/chesapeake-city-council-rejects-massive-data-center/
Town of Warrenton,VA,Fauquier County,2025-07-08,conditional_zoning,passed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.fauquier.com/news/town-council-votes-to-ban-data-centers-from-warrenton/article_0f58d64e-f89e-4dbd-8825-c06e65f1a4b7.html
Fauquier County (Remington),VA,Fauquier County,2025-08-25,conditional_zoning,failed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.datacenterdynamics.com/en/news/plans-for-800mw-gigaland-data-center-campus-withdrawn-in-fauquier-county-virginia/
Stafford County,VA,Stafford County,2025-10-22,conditional_zoning,passed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.fredericksburgfreepress.com/2025/10/22/a-home-run-for-data-center-critics-stafford-supervisors-adopt-750-foot-setback/
Pittsylvania County,VA,Pittsylvania County,2025-04-01,conditional_zoning,failed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://vcnva.org/denying-balico-data-center-and-gas-plant/
Louisa County,VA,Louisa County,2025-07-25,conditional_zoning,failed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.12onyourside.com/2025/07/28/amazon-pulls-louisa-county-data-center-proposal-after-strong-resistance/
Frederick County,VA,Frederick County,2025-06-25,conditional_zoning,failed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.nvdaily.com/nvdaily/frederick-county-quashes-two-data-center-proposals/article_1021d4f1-e8d2-5cd5-8b90-747884ff48c3.html
Hanover County,VA,Hanover County,2026-05-28,conditional_zoning,failed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.wtvr.com/news/local-news/route-33-data-center-plan-feb-19-2026
Henrico County (Darbytown/Varina),VA,Henrico County,2026-02-27,conditional_zoning,failed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.henricocitizen.com/henricos-board-of-zoning-appeals-denies-data-center-companys-appeal-for-varina-site/
Prince William County,VA,Prince William County,2026-03-03,conditional_zoning,pending,,False,win,restricted_conditional,outcome_label_only,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.potomaclocal.com/2026/03/04/prince-william-supervisors-move-to-end-by-right-data-centers-in-overlay-district-but-approve-controversial-hornbaker-project-in-4-3-vote/
Culpeper County,VA,Culpeper County,2025-09-02,conditional_zoning,passed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.pecva.org/region/culpeper/support-more-data-center-regulation-in-culpeper-county/
Prince William County (Diamond Hill substation),VA,Prince William County,2026-03-11,conditional_zoning,failed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.princewilliamtimes.com/localnews/planning-commission-denies-substation-for-data-centers-in-bristow/article_442f4d3b-2bea-42f5-ac48-af6167e1a709.html
Fredericksburg,VA,Fredericksburg (Independent City),2025-12-11,conditional_zoning,failed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.fredericksburgfreepress.com/2025/12/11/second-time-not-the-charm-for-proposed-gateway-boulevard-data-center/
"Campbell County Board of Supervisors, VA",VA,Campbell,2026-05-05,conditional_zoning,passed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://wset.com/news/local/campbell-county-requires-special-use-permits-for-data-centers-after-unanimous-board-vote-may-2026
"City of Virginia Beach (citywide ban on large/hyperscale data centers initiated), VA",VA,Virginia Beach,2026-06-02,conditional_zoning,pending,,False,win,restricted_conditional,outcome_label_only,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.wtkr.com/news/in-the-community/virginia-beach/virginia-beach-city-council-unanimously-rejects-future-data-centers-residents-applaud-the-decision
Prince William County Board of Supervisors (Dulles South Innovation Center denial),VA,Prince William County,2026-07-07,conditional_zoning,failed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://wtop.com/prince-william-county/2026/07/prince-william-co-supervisors-deny-2000-acre-dulles-south-data-center-plans/
Frederick County Board of Supervisors (Virginia Technology Park rezoning),VA,Frederick County,2026-07-08,conditional_zoning,pending,,False,win,restricted_conditional,outcome_label_only,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.winchesterstar.com/winchester_star/planners-vote-down-clear-brook-data-center-campus/article_761656a5-972d-5f60-bd60-870c89d3f257.html
Menomonie,WI,Dunn County,2025-09-24,conditional_zoning,failed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.wpr.org/news/menomonie-mayor-defends-move-to-halt-massive-data-center-project
Town of Cassville,WI,Grant County,2026-03-12,conditional_zoning,passed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://wisconsinwatch.org/2026/04/wisconsin-data-center-driftless-area-new-details-emerge-grant-county-cassville/
Port Washington Plan Commission (Lighthouse construction-hours limits),WI,Ozaukee County,2026-03-25,conditional_zoning,passed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.wpr.org/news/port-washington-limits-construction-hours-data-center-project-after-complaints
Wausau,WI,Marathon County,2026-07-14,conditional_zoning,passed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://wifc.com/2026/07/14/wausau-city-council-approves-data-center-ordinance/
Cheyenne,WY,Laramie County,2026-04-03,conditional_zoning,pending,,False,win,restricted_conditional,outcome_label_only,recorded outcome 'win' but mechanism is conditional_zoning - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://cowboystatedaily.com/2026/04/03/data-center-boom-powers-cheyennes-push-for-annexation/
Boardman,OR,Morrow County,2025-02-05,cost_allocation,passed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is cost_allocation - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://oregoncapitalchronicle.com/2026/03/31/amazon-to-pay-20-5-million-settlement-over-northeast-oregon-nitrate-pollution/
Wisconsin Public Service Commission (data-center tariff public hearing),WI,,2026-02-10,cost_allocation,active,,False,win,restricted_conditional,outcome_label_only,recorded outcome 'win' but mechanism is cost_allocation - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://wisconsinexaminer.com/2026/02/10/wisconsin-public-service-commission-data-center-hearing-draws-public-outcry/
City of North Mankato,MN,Nicollet County,2025-08-01,disclosure,failed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is disclosure - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.mankatofreepress.com/news/local_news/data-center-plans-stalled-in-north-mankato-after-developer-backs-out/article_d0617045-9eed-4633-a055-aed5b0405879.html
Marion County,SC,Marion County,2026-03-05,disclosure,active,,False,win,restricted_conditional,outcome_label_only,recorded outcome 'win' but mechanism is disclosure - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://capitalbnews.org/secret-data-center-deal-marion-county-south-carolina/
Dorchester County (Google FOIA),SC,Dorchester County,2024-04-01,disclosure,passed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is disclosure - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.postandcourier.com/business/dorchester-google-data-center-foia-lawsuit-water-charleston/article_13536bb8-fe45-11ee-8e2c-ab63a46ae251.html
Prince William County (Digital Gateway voided),VA,Prince William County,2026-07-02,disclosure,failed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is disclosure - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.beankinney.com/data-center-infrastructure-under-siege-lessons-from-virginias-digital-gateway-decision/
Cassville,WI,Grant County,2026-02-09,disclosure,active,,False,win,restricted_conditional,outcome_label_only,recorded outcome 'win' but mechanism is disclosure - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.swnews4u.com/local/no-data-center-meeting-held/
Ozaukee County Circuit Court (MMAC injunction denial),WI,Ozaukee County,2026-02-23,disclosure,failed,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is disclosure - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://biztimes.com/mmac-sues-city-of-port-washington-over-referendum-related-to-tid-financing/
Racine County Circuit Court (MEA / Milwaukee Riverkeeper public-records suit),WI,Racine County,2025-09-16,disclosure,approved,,False,win,restricted_conditional,terminal_status,recorded outcome 'win' but mechanism is disclosure - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://midwestadvocates.org/mea-takes-legal-action-to-compel-city-of-racine-to-disclose-data-centers-projected-water-use/
"Ohio (Gov. DeWine pauses new data center sales-tax exemptions), OH",OH,,2026-05-27,incentive_repeal,active,,False,win,restricted_conditional,outcome_label_only,recorded outcome 'win' but mechanism is incentive_repeal - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://governor.ohio.gov/wps/portal/gov/governor/media/news-and-media/governor-dewine-announces-pause-of-data-center-tax-exemption
Frederick / Carroll / Baltimore Counties,MD,Frederick County,2026-04-06,infrastructure_opposition,pending,,False,win,restricted_conditional,outcome_label_only,recorded outcome 'win' but mechanism is infrastructure_opposition - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://www.wypr.org/wypr-news/2026-04-06/new-application-deadline-sought-for-maryland-piedmont-reliability-project
Orangetown,NY,Rockland County,2025-10-01,infrastructure_opposition,pending,,False,win,restricted_conditional,outcome_label_only,recorded outcome 'win' but mechanism is infrastructure_opposition - a conditional restriction; the project was not stopped,"Confirm the restriction is conditional (not a full stop). If so, restricted_conditional is correct; if the project was actually halted, set Status to a terminal code so it regrades.",https://rcbizjournal.com/2025/07/20/orangetown-set-to-review-massive-expansion-of-databanks-orangeburg-data-center/
Alabama (Statewide),AL,,2026-03-13,legislation,failed,died_sine_die,False,win,blocked_unverified,bill_stage,recorded outcome 'win' but the restrictive bill failed - verify what event the record refers to,"Verify what event the recorded outcome refers to. If it was the defeat of a different (industry-favorable) measure, fix the Objective; if the restrictive bill genuinely died, the project likely advanced.",https://www.alreporter.com/2026/03/13/alabama-senate-passes-bill-to-rein-in-data-center-tax-incentives/
"Imperial Irrigation District (voters reject data-center-backed board candidate), CA",CA,Imperial County,2026-06-02,legislation,failed,,False,win,blocked_unverified,terminal_status,recorded outcome 'win' but the restrictive bill failed - verify what event the record refers to,"Verify what event the recorded outcome refers to. If it was the defeat of a different (industry-favorable) measure, fix the Objective; if the restrictive bill genuinely died, the project likely advanced.",https://www.kpbs.org/news/politics/2026/06/05/imperial-county-voters-reject-data-center-backed-candidate-for-water-and-power-utility
Florida (HB 1007),FL,,2026-02-25,legislation,failed,failed_floor_vote,False,win,blocked_unverified,bill_stage,recorded outcome 'win' but the restrictive bill failed - verify what event the record refers to,"Verify what event the recorded outcome refers to. If it was the defeat of a different (industry-favorable) measure, fix the Objective; if the restrictive bill genuinely died, the project likely advanced.",https://www.wusf.org/politics-issues/2026-02-25/florida-house-advances-rules-massive-data-centers
Pekin,IL,Tazewell County,2026-03-09,legislation,failed,failed_floor_vote,False,win,blocked_unverified,bill_stage,recorded outcome 'win' but the restrictive bill failed - verify what event the record refers to,"Verify what event the recorded outcome refers to. If it was the defeat of a different (industry-favorable) measure, fix the Objective; if the restrictive bill genuinely died, the project likely advanced.",https://www.peoplesworld.org/article/pekin-illinois-residents-turn-out-to-oppose-building-of-ai-data-center/
Kentucky (statewide HB 593),KY,,2026-02-12,legislation,failed,failed_floor_vote,False,win,blocked_unverified,bill_stage,recorded outcome 'win' but the restrictive bill failed - verify what event the record refers to,"Verify what event the recorded outcome refers to. If it was the defeat of a different (industry-favorable) measure, fix the Objective; if the restrictive bill genuinely died, the project likely advanced.",https://www.lpm.org/news/2026-02-12/gop-bill-seeks-guardrails-for-new-data-centers-to-pay-their-own-way-in-kentucky
City of Becker,MN,Sherburne County,2025-05-23,legislation,failed,,False,win,blocked_unverified,terminal_status,recorded outcome 'win' but the restrictive bill failed - verify what event the record refers to,"Verify what event the recorded outcome refers to. If it was the defeat of a different (industry-favorable) measure, fix the Objective; if the restrictive bill genuinely died, the project likely advanced.",https://www.mprnews.org/story/2025/05/23/amazon-pulls-back-on-plans-for-large-data-center-in-becker
Henderson County,NC,Henderson County,2023-05-01,legislation,expired,,False,win,blocked_unverified,terminal_status,recorded outcome 'win' but the restrictive bill failed - verify what event the record refers to,"Verify what event the recorded outcome refers to. If it was the defeat of a different (industry-favorable) measure, fix the Objective; if the restrictive bill genuinely died, the project likely advanced.",https://www.foxcarolina.com/2023/05/01/henderson-county-hold-public-hearing-cryptocurrency-mining/
Hitchcock County,NE,Hitchcock County,2025-02-01,legislation,expired,introduced,False,win,blocked_unverified,terminal_status,recorded outcome 'win' but the restrictive bill failed - verify what event the record refers to,"Verify what event the recorded outcome refers to. If it was the defeat of a different (industry-favorable) measure, fix the Objective; if the restrictive bill genuinely died, the project likely advanced.",https://hitchcockcounty.ne.gov/webpages/planning_zoning/planning_zoning.html
United States (FERC),US,,2026-04-16,legislation,failed,,False,win,blocked_unverified,terminal_status,recorded outcome 'win' but the restrictive bill failed - verify what event the record refers to,"Verify what event the recorded outcome refers to. If it was the defeat of a different (industry-favorable) measure, fix the Objective; if the restrictive bill genuinely died, the project likely advanced.",https://www.ferc.gov/news-events/news/summaries-april-2026-commission-meeting
